Origin City,Origin Code,Arrival,Flight,Airline,Terminal,Status,Date,Reference Day,url,Date_Time,Origin Country,Parent Company
Lima,(LIM),13:30,H2803,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:30:00,Peru,Sky Airline S.A.
Lima,(LIM),13:30,LA535,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:30:00,Peru,LATAM Airlines Group
Lima,(LIM),13:30,DL6120,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:30:00,Peru,Delta Air Lines Inc.
Lima,(LIM),13:30,QF3917,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:30:00,Peru,Qantas Airways Limited
Concepcion,(CCP),13:39,LA208,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:39:00,Chile,LATAM Airlines Group
Iquique,(IQQ),13:42,LA173,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:42:00,Chile,LATAM Airlines Group
Asuncion,(ASU),13:45,LA1324,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:45:00,Paraguay,LATAM Airlines Group
Antofagasta,(ANF),13:50,JA21,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:50:00,Chile,Indigo Partners
Antofagasta,(ANF),13:53,LA129,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:53:00,Chile,LATAM Airlines Group
Calama,(CJC),13:55,LA389,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:55:00,Chile,LATAM Airlines Group
Rio De Janeiro,(GIG),13:55,H2621,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:55:00,Brazil,Sky Airline S.A.
Buenos Aires,(AEP),13:56,LA420,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:56:00,Argentina,LATAM Airlines Group
Puerto Montt,(PMC),13:56,JA156,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 13:56:00,Chile,Indigo Partners
Bogota,(BOG),14:00,AV115,Avianca,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:00:00,Colombia,Avianca Holdings S.A.
Bogota,(BOG),14:00,AC6152,Air Canada,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:00:00,Colombia,Air Canada
Iquique,(IQQ),14:07,JA111,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:07:00,Chile,Indigo Partners
La Serena,(LSC),14:10,H2207,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:10:00,Chile,Sky Airline S.A.
Osorno,(ZOS),14:12,H2104,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:12:00,Chile,Sky Airline S.A.
Punta Arenas,(PUQ),14:30,LA1160,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:30:00,Chile,LATAM Airlines Group
Punta Arenas,(PUQ),14:30,DL6252,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:30:00,Chile,Delta Air Lines Inc.
Punta Arenas,(PUQ),14:30,QF3945,Qantas,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:30:00,Chile,Qantas Airways Limited
Antofagasta,(ANF),14:40,H2281,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:40:00,Chile,Sky Airline S.A.
Copiapo,(CPO),14:41,LA113,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:41:00,Chile,LATAM Airlines Group
Sao Paulo,(GRU),14:45,JA581,JetSMART,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:45:00,Brazil,Indigo Partners
Bogota,(BOG),14:55,LA575,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:55:00,Colombia,LATAM Airlines Group
Bogota,(BOG),14:55,DL6031,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:55:00,Colombia,Delta Air Lines Inc.
Bogota,(BOG),14:55,QF4203,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:55:00,Colombia,Qantas Airways Limited
Sao Paulo,(GRU),14:55,H2601,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:55:00,Brazil,Sky Airline S.A.
Valdivia,(ZAL),14:57,LA242,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 14:57:00,Chile,LATAM Airlines Group
Lima,(LIM),15:00,LA2697,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 15:00:00,Peru,LATAM Airlines Group
Puerto Montt,(PMC),15:07,LA98,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 15:07:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),15:07,DL6154,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 15:07:00,Chile,Delta Air Lines Inc.
Castro,(MHC),15:09,LA68,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 15:09:00,Chile,LATAM Airlines Group
Copiapo,(CPO),15:15,H2225,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 15:15:00,Chile,Sky Airline S.A.
Rio De Janeiro,(GIG),15:15,JA571,JetSMART,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 15:15:00,Brazil,Indigo Partners
La Serena,(LSC),15:18,LA111,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 15:18:00,Chile,LATAM Airlines Group
Calama,(CJC),15:19,JA1,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 15:19:00,Chile,Indigo Partners
Iquique,(IQQ),15:35,LA169,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 15:35:00,Chile,LATAM Airlines Group
Temuco,(ZCO),15:35,JA354,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 15:35:00,Chile,Indigo Partners
Osorno,(ZOS),15:43,LA50,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 15:43:00,Chile,LATAM Airlines Group
Iquique,(IQQ),15:55,LA1261,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 15:55:00,Chile,LATAM Airlines Group
Iquique,(IQQ),16:15,LA1249,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 16:15:00,Chile,LATAM Airlines Group
Temuco,(ZCO),16:17,LA24,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 16:17:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),16:18,LA357,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 16:18:00,Chile,LATAM Airlines Group
Copiapo,(CPO),16:37,LA117,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 16:37:00,Chile,LATAM Airlines Group
Iquique,(IQQ),16:42,LA911,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 16:42:00,Chile,LATAM Airlines Group
Sao Paulo,(GRU),16:50,LA8130,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 16:50:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),16:50,BA4302,British Airways,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 16:50:00,Brazil,International Airlines Group
Sao Paulo,(GRU),16:50,DL6256,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 16:50:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),16:50,QF3894,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 16:50:00,Brazil,Qantas Airways Limited
Punta Arenas,(PUQ),16:54,H22,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 16:54:00,Chile,Sky Airline S.A.
Lima,(LIM),17:05,LA2397,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 17:05:00,Peru,LATAM Airlines Group
Lima,(LIM),17:05,DL6243,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 17:05:00,Peru,Delta Air Lines Inc.
Iquique,(IQQ),17:10,LA1257,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 17:10:00,Chile,LATAM Airlines Group
Buenos Aires,(EZE),17:17,LA450,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 17:17:00,Argentina,LATAM Airlines Group
Copiapo,(CPO),17:19,LA1269,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 17:19:00,Chile,LATAM Airlines Group
Mendoza,(MDZ),17:21,H2524,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 17:21:00,Argentina,Sky Airline S.A.
Antofagasta,(ANF),17:25,LA133,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 17:25:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),17:25,DL6027,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 17:25:00,Chile,Delta Air Lines Inc.
Calama,(CJC),17:36,LA143,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 17:36:00,Chile,LATAM Airlines Group
Calama,(CJC),17:36,DL7368,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=12,2023-05-03 17:36:00,Chile,Delta Air Lines Inc.
La Serena,(LSC),18:17,H2471,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 18:17:00,Chile,Sky Airline S.A.
Concepcion,(CCP),18:22,LA218,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 18:22:00,Chile,LATAM Airlines Group
Calama,(CJC),18:45,H2247,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 18:45:00,Chile,Sky Airline S.A.
Puerto Montt,(PMC),18:48,H2434,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 18:48:00,Chile,Sky Airline S.A.
Puerto Montt,(PMC),18:56,LA1156,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 18:56:00,Chile,LATAM Airlines Group
Concepcion,(CCP),18:59,LA6,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 18:59:00,Chile,LATAM Airlines Group
Osorno,(ZOS),19:10,H2102,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 19:10:00,Chile,Sky Airline S.A.
Iquique,(IQQ),19:15,LA1255,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 19:15:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),19:17,LA341,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 19:17:00,Chile,LATAM Airlines Group
Panama City,(PTY),19:17,CM395,Copa Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 19:17:00,Panama,Copa Holdings
Copiapo,(CPO),19:26,H2227,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 19:26:00,Chile,Sky Airline S.A.
Sao Paulo,(GRU),19:30,LA631,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 19:30:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),19:30,QF3899,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 19:30:00,Brazil,Qantas Airways Limited
Rio De Janeiro,(GIG),19:57,LA771,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 19:57:00,Brazil,LATAM Airlines Group
Rio De Janeiro,(GIG),19:57,DL7359,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 19:57:00,Brazil,Delta Air Lines Inc.
Rio De Janeiro,(GIG),19:57,QF3885,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 19:57:00,Brazil,Qantas Airways Limited
Temuco,(ZCO),20:04,LA34,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 20:04:00,Chile,LATAM Airlines Group
La Serena,(LSC),20:05,H2461,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 20:05:00,Chile,Sky Airline S.A.
Lima,(LIM),20:06,JZ7500,JetSMART Airlines Peru,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 20:06:00,Peru,Indigo Partners
Buenos Aires,(EZE),20:15,H2508,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 20:15:00,Argentina,Sky Airline S.A.
Copiapo,(CPO),20:22,LA1271,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 20:22:00,Chile,LATAM Airlines Group
Guayaquil,(GYE),20:34,LA1447,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 20:34:00,Ecuador,LATAM Airlines Group
La Serena,(LSC),20:35,LA319,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 20:35:00,Chile,LATAM Airlines Group
La Serena,(LSC),20:35,IB7079,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 20:35:00,Chile,International Airlines Group
Concepcion,(CCP),20:38,LA8,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 20:38:00,Chile,LATAM Airlines Group
Concepcion,(CCP),20:38,DL7371,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 20:38:00,Chile,Delta Air Lines Inc.
Calama,(CJC),20:40,LA373,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 20:40:00,Chile,LATAM Airlines Group
Buenos Aires,(EZE),20:48,LA476,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 20:48:00,Argentina,LATAM Airlines Group
Lima,(LIM),20:50,H25801,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 20:50:00,Peru,Sky Airline S.A.
Temuco,(ZCO),20:51,H2148,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 20:51:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),20:58,H2271,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 20:58:00,Chile,Sky Airline S.A.
Cordoba,(COR),21:02,LA487,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:02:00,Argentina,LATAM Airlines Group
Cordoba,(COR),21:02,IB7106,Iberia,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:02:00,Argentina,International Airlines Group
Iquique,(IQQ),21:02,H2323,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:02:00,Chile,Sky Airline S.A.
Buenos Aires,(AEP),21:05,AR1282,Aerolineas Argentinas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:05:00,Argentina,Argentine government
Buenos Aires,(AEP),21:05,AM7526,Aeromexico,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:05:00,Argentina,Delta Air Lines Inc.
Buenos Aires,(AEP),21:05,AZ4654,ITA Airways,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:05:00,Argentina,Italian government
Buenos Aires,(AEP),21:05,DL7603,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:05:00,Argentina,Delta Air Lines Inc.
Buenos Aires,(AEP),21:05,KL9224,KLM Royal Dutch Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:05:00,Argentina,Air France-KLM
Buenos Aires,(AEP),21:05,UX3056,Air Europa,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:05:00,Argentina,Globalia
Mendoza,(MDZ),21:05,LA437,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:05:00,Argentina,LATAM Airlines Group
Mendoza,(MDZ),21:05,IB7112,Iberia,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:05:00,Argentina,International Airlines Group
Copiapo,(CPO),21:10,LA331,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:10:00,Chile,LATAM Airlines Group
Copiapo,(CPO),21:10,IB7076,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:10:00,Chile,International Airlines Group
Sao Paulo,(GRU),21:10,LA753,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:10:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),21:10,DL6047,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:10:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),21:10,QF3898,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:10:00,Brazil,Qantas Airways Limited
Montevideo,(MVD),21:25,LA407,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:25:00,Uruguay,LATAM Airlines Group
Montevideo,(MVD),21:25,DL6114,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:25:00,Uruguay,Delta Air Lines Inc.
Montevideo,(MVD),21:25,QF4213,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:25:00,Uruguay,Qantas Airways Limited
Iquique,(IQQ),21:27,LA901,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:27:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),21:34,LA351,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:34:00,Chile,LATAM Airlines Group
Concepcion,(CCP),21:38,LA16,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:38:00,Chile,LATAM Airlines Group
Concepcion,(CCP),21:38,DL6002,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:38:00,Chile,Delta Air Lines Inc.
Porto Alegre,(POA),21:39,LA741,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:39:00,Brazil,LATAM Airlines Group
Porto Alegre,(POA),21:39,DL6248,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:39:00,Brazil,Delta Air Lines Inc.
Porto Alegre,(POA),21:39,QF8300,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:39:00,Brazil,Qantas Airways Limited
Puerto Montt,(PMC),21:46,LA62,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:46:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),21:46,DL6038,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:46:00,Chile,Delta Air Lines Inc.
Temuco,(ZCO),21:46,LA32,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:46:00,Chile,LATAM Airlines Group
Temuco,(ZCO),21:46,IB7081,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:46:00,Chile,International Airlines Group
Calama,(CJC),21:48,LA145,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:48:00,Chile,LATAM Airlines Group
Calama,(CJC),21:48,DL6014,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:48:00,Chile,Delta Air Lines Inc.
Puerto Montt,(PMC),21:48,H2402,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:48:00,Chile,Sky Airline S.A.
Iquique,(IQQ),21:51,LA167,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:51:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),21:59,LA345,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:59:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),21:59,QF3880,Qantas,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 21:59:00,Chile,Qantas Airways Limited
Concepcion,(CCP),22:53,LA202,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 22:53:00,Chile,LATAM Airlines Group
Buenos Aires,(AEP),22:55,JA1006,JetSMART,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 22:55:00,Argentina,Indigo Partners
Bogota,(BOG),22:55,AV241,Avianca,2,Scheduled - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 22:55:00,Colombia,Avianca Holdings S.A.
Concepcion,(CCP),23:13,JA108,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 23:13:00,Chile,Indigo Partners
