Destination City,Destination Code,Departure,Flight,Airline,Terminal,Status,Date,Reference Day,url,Date_Time,Destination Country,Parent Company
Madrid,(MAD),11:20,QR5355,Qatar Airways,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:20:00,Spain,Qatar Airways Group
Valdivia,(ZAL),11:25,LA241,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:25:00,Chile,LATAM Airlines Group
Sao Paulo,(GRU),11:30,LA752,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:30:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),11:30,QF3905,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:30:00,Brazil,Qantas Airways Limited
Copiapo,(CPO),11:33,H2224,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:33:00,Chile,Sky Airline S.A.
La Serena,(LSC),11:34,H2206,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:34:00,Chile,Sky Airline S.A.
Panama City,(PTY),11:36,CM498,Copa Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:36:00,Panama,Copa Holdings
Panama City,(PTY),11:36,KL3058,KLM Royal Dutch Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:36:00,Panama,Air France-KLM
Panama City,(PTY),11:36,TK9657,Turkish Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:36:00,Panama,Turkish Airlines
Antofagasta,(ANF),11:42,LA358,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:42:00,Chile,LATAM Airlines Group
Iquique,(IQQ),11:50,LA1256,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:50:00,Chile,LATAM Airlines Group
Paris,(CDG),11:55,AF401,Air France,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:55:00,France,Air France-KLM
Paris,(CDG),11:55,KL2259,KLM Royal Dutch Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:55:00,France,Air France-KLM
Quito,(UIO),11:55,MP7122,Martinair,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=6,2023-05-03 11:55:00,Ecuador,Air France-KLM
Buenos Aires,(EZE),12:00,LA451,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 12:00:00,Argentina,LATAM Airlines Group
Osorno,(ZOS),12:04,LA49,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 12:04:00,Chile,LATAM Airlines Group
Concepcion,(CCP),12:12,LA7,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 12:12:00,Chile,LATAM Airlines Group
Calama,(CJC),12:13,H2244,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 12:13:00,Chile,Sky Airline S.A.
La Serena,(LSC),12:30,LA110,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 12:30:00,Chile,LATAM Airlines Group
La Serena,(LSC),12:30,IB7080,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 12:30:00,Chile,International Airlines Group
Calama,(CJC),12:43,LA142,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 12:43:00,Chile,LATAM Airlines Group
Calama,(CJC),12:43,DL7394,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 12:43:00,Chile,Delta Air Lines Inc.
Calama,(CJC),12:43,IB7255,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 12:43:00,Chile,International Airlines Group
Temuco,(ZCO),12:48,LA23,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 12:48:00,Chile,LATAM Airlines Group
Temuco,(ZCO),12:48,IB7159,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 12:48:00,Chile,International Airlines Group
Iquique,(IQQ),12:50,LA1258,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 12:50:00,Chile,LATAM Airlines Group
La Serena,(LSC),12:57,H2470,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 12:57:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),13:00,LA132,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 13:00:00,Chile,LATAM Airlines Group
Punta Arenas,(PUQ),13:00,H21,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 13:00:00,Chile,Sky Airline S.A.
Copiapo,(CPO),13:04,LA116,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 13:04:00,Chile,LATAM Airlines Group
Buenos Aires,(AEP),13:20,AR1285,Aerolineas Argentinas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 13:20:00,Argentina,Argentine government
Buenos Aires,(AEP),13:20,AM7513,Aeromexico,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 13:20:00,Argentina,Delta Air Lines Inc.
Buenos Aires,(AEP),13:20,AZ4657,ITA Airways,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 13:20:00,Argentina,Italian government
Buenos Aires,(AEP),13:20,KL9220,KLM Royal Dutch Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 13:20:00,Argentina,Air France-KLM
Copiapo,(CPO),13:47,LA1270,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 13:47:00,Chile,LATAM Airlines Group
Iquique,(IQQ),13:49,H2322,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 13:49:00,Chile,Sky Airline S.A.
Concepcion,(CCP),14:06,JA107,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 14:06:00,Chile,Indigo Partners
Mendoza,(MDZ),14:24,H2523,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 14:24:00,Argentina,Sky Airline S.A.
Antofagasta,(ANF),14:41,LA340,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 14:41:00,Chile,LATAM Airlines Group
Porto Alegre,(POA),14:43,LA740,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 14:43:00,Brazil,LATAM Airlines Group
Porto Alegre,(POA),14:43,DL6170,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 14:43:00,Brazil,Delta Air Lines Inc.
Porto Alegre,(POA),14:43,QF8299,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 14:43:00,Brazil,Qantas Airways Limited
La Serena,(LSC),14:45,H2460,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 14:45:00,Chile,Sky Airline S.A.
Rio De Janeiro,(GIG),14:49,LA772,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 14:49:00,Brazil,LATAM Airlines Group
Rio De Janeiro,(GIG),14:49,QF3890,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 14:49:00,Brazil,Qantas Airways Limited
Sao Paulo,(GRU),14:50,LA750,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 14:50:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),14:50,DL7372,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 14:50:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),14:50,QF3908,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 14:50:00,Brazil,Qantas Airways Limited
Buenos Aires,(EZE),15:00,H2507,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 15:00:00,Argentina,Sky Airline S.A.
Lima,(LIM),15:00,LA2372,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 15:00:00,Peru,LATAM Airlines Group
Lima,(LIM),15:00,DL6271,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 15:00:00,Peru,Delta Air Lines Inc.
Madrid,(MAD),15:00,LA708,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 15:00:00,Spain,LATAM Airlines Group
Madrid,(MAD),15:00,IB7181,Iberia,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 15:00:00,Spain,International Airlines Group
Bogota,(BOG),15:05,AV116,Avianca,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 15:05:00,Colombia,Avianca Holdings S.A.
Asuncion,(ASU),15:10,LA1325,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 15:10:00,Paraguay,LATAM Airlines Group
Osorno,(ZOS),15:21,H2101,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 15:21:00,Chile,Sky Airline S.A.
Buenos Aires,(EZE),15:29,LA477,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 15:29:00,Argentina,LATAM Airlines Group
La Serena,(LSC),15:33,JA126,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 15:33:00,Chile,Indigo Partners
Montevideo,(MVD),15:46,LA406,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 15:46:00,Uruguay,LATAM Airlines Group
Montevideo,(MVD),15:46,DL7393,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 15:46:00,Uruguay,Delta Air Lines Inc.
Montevideo,(MVD),15:46,QF4208,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 15:46:00,Uruguay,Qantas Airways Limited
Calama,(CJC),15:49,LA372,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 15:49:00,Chile,LATAM Airlines Group
Copiapo,(CPO),15:55,H2226,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 15:55:00,Chile,Sky Airline S.A.
Bogota,(BOG),16:00,LA576,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 16:00:00,Colombia,LATAM Airlines Group
Bogota,(BOG),16:00,DL7369,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 16:00:00,Colombia,Delta Air Lines Inc.
Bogota,(BOG),16:00,QF4206,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 16:00:00,Colombia,Qantas Airways Limited
Iquique,(IQQ),16:07,LA900,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 16:07:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),16:12,JA26,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 16:12:00,Chile,Indigo Partners
Concepcion,(CCP),16:13,LA5,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 16:13:00,Chile,LATAM Airlines Group
Sao Paulo,(GRU),16:25,LA702,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 16:25:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),16:25,DL7391,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 16:25:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),16:25,QF3910,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 16:25:00,Brazil,Qantas Airways Limited
Antofagasta,(ANF),16:30,H2270,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 16:30:00,Chile,Sky Airline S.A.
Iquique,(IQQ),16:31,LA166,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 16:31:00,Chile,LATAM Airlines Group
Temuco,(ZCO),16:37,LA33,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 16:37:00,Chile,LATAM Airlines Group
Cali,(CLO),16:45,JA650,JetSMART,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 16:45:00,Colombia,Indigo Partners
Calama,(CJC),16:56,JA6,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 16:56:00,Chile,Indigo Partners
Calama,(CJC),16:57,LA144,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 16:57:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),17:00,LA138,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 17:00:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),17:00,QF3883,Qantas,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 17:00:00,Chile,Qantas Airways Limited
Copiapo,(CPO),17:00,LA1272,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 17:00:00,Chile,LATAM Airlines Group
Cordoba,(COR),17:12,LA486,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 17:12:00,Argentina,LATAM Airlines Group
Cordoba,(COR),17:12,IB7108,Iberia,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 17:12:00,Argentina,International Airlines Group
Buenos Aires,(AEP),17:19,JA1005,JetSMART,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 17:19:00,Argentina,Indigo Partners
Puerto Montt,(PMC),17:24,LA61,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 17:24:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),17:24,DL6102,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 17:24:00,Chile,Delta Air Lines Inc.
Puerto Montt,(PMC),17:24,IB7093,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 17:24:00,Chile,International Airlines Group
Temuco,(ZCO),17:34,H2147,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 17:34:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),17:35,LA344,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 17:35:00,Chile,LATAM Airlines Group
Lima,(LIM),17:35,LA2696,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 17:35:00,Peru,LATAM Airlines Group
Lima,(LIM),17:35,DL6336,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 17:35:00,Peru,Delta Air Lines Inc.
Copiapo,(CPO),17:38,LA330,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 17:38:00,Chile,LATAM Airlines Group
La Serena,(LSC),17:58,LA316,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=12,2023-05-03 17:58:00,Chile,LATAM Airlines Group
Sao Paulo,(GRU),18:00,LA8131,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 18:00:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),18:00,QF3906,Qantas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 18:00:00,Brazil,Qantas Airways Limited
Buenos Aires,(AEP),18:05,H2535,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 18:05:00,Argentina,Sky Airline S.A.
Buenos Aires,(EZE),18:09,LA657,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 18:09:00,Argentina,LATAM Airlines Group
Concepcion,(CCP),18:12,LA1257,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 18:12:00,Chile,LATAM Airlines Group
Mendoza,(MDZ),18:16,LA436,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 18:16:00,Argentina,LATAM Airlines Group
Mendoza,(MDZ),18:16,IB7104,Iberia,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 18:16:00,Argentina,International Airlines Group
Temuco,(ZCO),18:18,LA31,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 18:18:00,Chile,LATAM Airlines Group
Concepcion,(CCP),18:42,LA17,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 18:42:00,Chile,LATAM Airlines Group
Calama,(CJC),19:04,LA374,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 19:04:00,Chile,LATAM Airlines Group
Concepcion,(CCP),19:37,LA9,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 19:37:00,Chile,LATAM Airlines Group
Calama,(CJC),19:45,H2252,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 19:45:00,Chile,Sky Airline S.A.
Punta Arenas,(PUQ),19:48,LA81,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 19:48:00,Chile,LATAM Airlines Group
Punta Arenas,(PUQ),19:48,DL6291,Delta Air Lines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 19:48:00,Chile,Delta Air Lines Inc.
Punta Arenas,(PUQ),19:48,IB7113,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 19:48:00,Chile,International Airlines Group
Punta Arenas,(PUQ),19:48,QF3946,Qantas,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 19:48:00,Chile,Qantas Airways Limited
Concepcion,(CCP),19:57,LA1255,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 19:57:00,Chile,LATAM Airlines Group
Calama,(CJC),20:00,LA392,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 20:00:00,Chile,LATAM Airlines Group
Los Angeles,(LSQ),20:00,LA9952,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 20:00:00,United States,LATAM Airlines Group
Iquique,(IQQ),20:22,JA116,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 20:22:00,Chile,Indigo Partners
Lima,(LIM),20:25,H2808,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 20:25:00,Peru,Sky Airline S.A.
Antofagasta,(ANF),20:30,H2274,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 20:30:00,Chile,Sky Airline S.A.
Houston,(IAH),20:30,UA846,United Airlines,2,Scheduled - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 20:30:00,United States,United Airlines Holdings
Houston,(IAH),20:30,NH7253,ANA All Nippon Airways,2,Scheduled - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 20:30:00,United States,ANA Holdings Inc.
Concepcion,(CCP),20:43,H2167,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 20:43:00,Chile,Sky Airline S.A.
Punta Arenas,(PUQ),20:46,LA89,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 20:46:00,Chile,LATAM Airlines Group
Miami,(MIA),20:55,AA912,American Airlines,2,Scheduled - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 20:55:00,United States,American Airlines Group
Puerto Montt,(PMC),21:07,LA259,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 21:07:00,Chile,LATAM Airlines Group
Arica,(ARI),21:20,LA184,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 21:20:00,Chile,LATAM Airlines Group
Arica,(ARI),21:20,IB7068,Iberia,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 21:20:00,Chile,International Airlines Group
Madrid,(MAD),21:20,LA706,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 21:20:00,Spain,LATAM Airlines Group
Madrid,(MAD),21:20,IB7109,Iberia,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 21:20:00,Spain,International Airlines Group
Guayaquil,(GYE),21:26,LA1446,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 21:26:00,Ecuador,LATAM Airlines Group
Iquique,(IQQ),21:26,H21324,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 21:26:00,Chile,Sky Airline S.A.
Lima,(LIM),21:45,H25802,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 21:45:00,Peru,Sky Airline S.A.
Buenos Aires,(AEP),21:55,AR1283,Aerolineas Argentinas,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 21:55:00,Argentina,Argentine government
Buenos Aires,(AEP),21:55,AZ4655,ITA Airways,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 21:55:00,Argentina,Italian government
Buenos Aires,(AEP),21:55,KL9225,KLM Royal Dutch Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 21:55:00,Argentina,Air France-KLM
Buenos Aires,(AEP),21:55,UX3057,Air Europa,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 21:55:00,Argentina,Globalia
Atlanta,(ATL),22:30,DL146,Delta Air Lines,2,Scheduled - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 22:30:00,United States,Delta Air Lines Inc.
Atlanta,(ATL),22:30,KE7300,Korean Air,2,Scheduled - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 22:30:00,United States,Hanjin Group
Atlanta,(ATL),22:30,LA6358,LATAM Airlines,2,Scheduled - On-time [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 22:30:00,United States,LATAM Airlines Group
New York,(JFK),22:55,LA532,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 22:55:00,United States,LATAM Airlines Group
