Destination City,Destination Code,Departure,Flight,Airline,Terminal,Status,Date,Reference Day,url,Date_Time,Destination Country,Parent Company
Panama City,(PTY),11:36,TK9657,Turkish Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=6,2023-05-02 11:36:00,Panama,Turkish Airlines
La Serena,(LSC),11:38,LA104,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=6,2023-05-02 11:38:00,Chile,LATAM Airlines Group
La Serena,(LSC),11:38,IB7080,Iberia,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=6,2023-05-02 11:38:00,Chile,International Airlines Group
Valdivia,(ZAL),11:40,LA241,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=6,2023-05-02 11:40:00,Chile,LATAM Airlines Group
Iquique,(IQQ),11:45,LA1246,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=6,2023-05-02 11:45:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),11:45,H2433,Sky Airline,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=6,2023-05-02 11:45:00,Chile,Sky Airline S.A.
Paris,(CDG),11:55,AF401,Air France,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=6,2023-05-02 11:55:00,France,Air France-KLM
Paris,(CDG),11:55,KL2259,KLM Royal Dutch Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=6,2023-05-02 11:55:00,France,Air France-KLM
Temuco,(ZCO),12:00,LA25,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 12:00:00,Chile,LATAM Airlines Group
Temuco,(ZCO),12:00,IB7082,Iberia,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 12:00:00,Chile,International Airlines Group
Iquique,(IQQ),12:07,LA1262,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 12:07:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),12:20,LA132,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 12:20:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),12:20,DL7391,Delta Air Lines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 12:20:00,Chile,Delta Air Lines Inc.
Castro,(MHC),12:23,LA69,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 12:23:00,Chile,LATAM Airlines Group
Calama,(CJC),12:25,H2244,Sky Airline,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 12:25:00,Chile,Sky Airline S.A.
Iquique,(IQQ),12:27,H2480,Sky Airline,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 12:27:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),12:42,H2270,Sky Airline,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 12:42:00,Chile,Sky Airline S.A.
Iquique,(IQQ),12:47,LA904,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 12:47:00,Chile,LATAM Airlines Group
Trujillo,(TRU),12:50,JA494,JetSMART,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 12:50:00,Peru,Indigo Partners
Osorno,(ZOS),12:54,LA49,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 12:54:00,Chile,LATAM Airlines Group
Concepcion,(CCP),13:03,LA207,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 13:03:00,Chile,LATAM Airlines Group
Iquique,(IQQ),13:05,LA1260,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 13:05:00,Chile,LATAM Airlines Group
Temuco,(ZCO),13:16,LA29,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 13:16:00,Chile,LATAM Airlines Group
Buenos Aires,(AEP),13:20,AR1285,Aerolineas Argentinas,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 13:20:00,Argentina,Argentine government
Buenos Aires,(AEP),13:20,AM7513,Aeromexico,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 13:20:00,Argentina,Delta Air Lines Inc.
Buenos Aires,(AEP),13:20,AZ4657,ITA Airways,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 13:20:00,Argentina,Italian government
Buenos Aires,(AEP),13:20,KL9220,KLM Royal Dutch Airlines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 13:20:00,Argentina,Air France-KLM
Antofagasta,(ANF),13:25,JA26,JetSMART,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 13:25:00,Chile,Indigo Partners
La Serena,(LSC),13:28,H2206,Sky Airline,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 13:28:00,Chile,Sky Airline S.A.
Iquique,(IQQ),13:30,LA1248,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 13:30:00,Chile,LATAM Airlines Group
Miami,(MIA),13:40,UC1102,LATAM Cargo Chile,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 13:40:00,United States,LATAM Airlines Group
Sydney,(SYD),13:40,QF28,Qantas,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 13:40:00,Australia,Qantas Airways Limited
Sydney,(SYD),13:40,LA807,LATAM Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 13:40:00,Australia,LATAM Airlines Group
La Serena,(LSC),13:48,LA316,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 13:48:00,Chile,LATAM Airlines Group
Miami,(MIA),13:50,5Y8236,Atlas Air,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 13:50:00,United States,Atlas Air Worldwide Holdings
Antofagasta,(ANF),14:02,LA138,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 14:02:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),14:02,QF3883,Qantas,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 14:02:00,Chile,Qantas Airways Limited
Osorno,(ZOS),14:09,H2101,Sky Airline,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 14:09:00,Chile,Sky Airline S.A.
Concepcion,(CCP),14:19,LA9,LATAM Airlines,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 14:19:00,Chile,LATAM Airlines Group
Concepcion,(CCP),14:19,DL6283,Delta Air Lines,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 14:19:00,Chile,Delta Air Lines Inc.
La Serena,(LSC),14:21,H2464,Sky Airline,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 14:21:00,Chile,Sky Airline S.A.
Valdivia,(ZAL),14:37,H2123,Sky Airline,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 14:37:00,Chile,Sky Airline S.A.
Curitiba,(CWB),14:42,LA782,LATAM Airlines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 14:42:00,Brazil,LATAM Airlines Group
Curitiba,(CWB),14:42,DL6320,Delta Air Lines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 14:42:00,Brazil,Delta Air Lines Inc.
Buenos Aires,(AEP),14:45,WJ3013,Jetsmart Airlines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 14:45:00,Argentina,Indigo Partners
Sao Paulo,(GRU),14:45,LA750,LATAM Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 14:45:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),14:45,DL6124,Delta Air Lines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 14:45:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),14:45,QF3908,Qantas,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 14:45:00,Brazil,Qantas Airways Limited
Iquique,(IQQ),14:47,JA116,JetSMART,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 14:47:00,Chile,Indigo Partners
Buenos Aires,(EZE),15:00,H2507,Sky Airline,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:00:00,Argentina,Sky Airline S.A.
Lima,(LIM),15:00,JA400,JetSMART,2,Canceled [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:00:00,Peru,Indigo Partners
Lima,(LIM),15:00,LA2372,LATAM Airlines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:00:00,Peru,LATAM Airlines Group
Lima,(LIM),15:00,DL6225,Delta Air Lines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:00:00,Peru,Delta Air Lines Inc.
Bogota,(BOG),15:05,AV116,Avianca,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:05:00,Colombia,Avianca Holdings S.A.
London,(LHR),15:05,BA250,British Airways,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:05:00,United Kingdom,International Airlines Group
London,(LHR),15:05,IB7716,Iberia,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:05:00,United Kingdom,International Airlines Group
Calama,(CJC),15:08,LA380,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:08:00,Chile,LATAM Airlines Group
Copiapo,(CPO),15:18,H2224,Sky Airline,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:18:00,Chile,Sky Airline S.A.
Calama,(CJC),15:20,H2250,Sky Airline,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:20:00,Chile,Sky Airline S.A.
Valdivia,(ZAL),15:20,LA41,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:20:00,Chile,LATAM Airlines Group
La Serena,(LSC),15:23,JA126,JetSMART,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:23:00,Chile,Indigo Partners
Buenos Aires,(EZE),15:29,LA477,LATAM Airlines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:29:00,Argentina,LATAM Airlines Group
Punta Arenas,(PUQ),15:38,LA87,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:38:00,Chile,LATAM Airlines Group
Punta Arenas,(PUQ),15:38,DL6289,Delta Air Lines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:38:00,Chile,Delta Air Lines Inc.
Punta Arenas,(PUQ),15:38,IB7113,Iberia,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:38:00,Chile,International Airlines Group
Punta Arenas,(PUQ),15:38,QF3946,Qantas,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:38:00,Chile,Qantas Airways Limited
Montevideo,(MVD),15:46,LA406,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:46:00,Uruguay,LATAM Airlines Group
Montevideo,(MVD),15:46,DL6131,Delta Air Lines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:46:00,Uruguay,Delta Air Lines Inc.
Montevideo,(MVD),15:46,QF4208,Qantas,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:46:00,Uruguay,Qantas Airways Limited
Concepcion,(CCP),15:59,LA211,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 15:59:00,Chile,LATAM Airlines Group
Bogota,(BOG),16:00,LA576,LATAM Airlines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 16:00:00,Colombia,LATAM Airlines Group
Bogota,(BOG),16:00,DL7389,Delta Air Lines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 16:00:00,Colombia,Delta Air Lines Inc.
Bogota,(BOG),16:00,QF4206,Qantas,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 16:00:00,Colombia,Qantas Airways Limited
Puerto Montt,(PMC),16:10,LA261,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 16:10:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),16:10,IB7251,Iberia,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 16:10:00,Chile,International Airlines Group
Iquique,(IQQ),16:21,LA164,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 16:21:00,Chile,LATAM Airlines Group
Temuco,(ZCO),16:23,H2147,Sky Airline,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 16:23:00,Chile,Sky Airline S.A.
Sao Paulo,(GRU),16:25,LA702,LATAM Airlines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 16:25:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),16:25,DL6100,Delta Air Lines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 16:25:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),16:25,QF3910,Qantas,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 16:25:00,Brazil,Qantas Airways Limited
Calama,(CJC),16:28,LA156,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 16:28:00,Chile,LATAM Airlines Group
La Serena,(LSC),16:44,H2470,Sky Airline,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 16:44:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),17:01,LA360,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 17:01:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),17:01,QF3882,Qantas,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 17:01:00,Chile,Qantas Airways Limited
Calama,(CJC),17:08,LA374,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 17:08:00,Chile,LATAM Airlines Group
Temuco,(ZCO),17:15,LA23,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 17:15:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),17:18,LA57,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 17:18:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),17:18,DL6136,Delta Air Lines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 17:18:00,Chile,Delta Air Lines Inc.
Copiapo,(CPO),17:32,LA116,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 17:32:00,Chile,LATAM Airlines Group
Concepcion,(CCP),17:33,LA213,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 17:33:00,Chile,LATAM Airlines Group
Lima,(LIM),17:35,LA2696,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 17:35:00,Peru,LATAM Airlines Group
Lima,(LIM),17:35,DL7365,Delta Air Lines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 17:35:00,Peru,Delta Air Lines Inc.
Buenos Aires,(AEP),17:43,LA425,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 17:43:00,Argentina,LATAM Airlines Group
La Serena,(LSC),17:58,LA318,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=12,2023-05-02 17:58:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),18:00,LA134,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 18:00:00,Chile,LATAM Airlines Group
Sao Paulo,(GRU),18:00,LA8131,LATAM Airlines,2,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 18:00:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),18:00,QF3906,Qantas,2,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 18:00:00,Brazil,Qantas Airways Limited
Iquique,(IQQ),18:10,LA178,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 18:10:00,Chile,LATAM Airlines Group
Concepcion,(CCP),18:12,LA1263,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 18:12:00,Chile,LATAM Airlines Group
Buenos Aires,(AEP),18:25,H2535,Sky Airline,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 18:25:00,Argentina,Sky Airline S.A.
Temuco,(ZCO),18:29,LA27,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 18:29:00,Chile,LATAM Airlines Group
Temuco,(ZCO),18:33,H2149,Sky Airline,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 18:33:00,Chile,Sky Airline S.A.
Calama,(CJC),18:34,H2252,Sky Airline,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 18:34:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),18:50,H2272,Sky Airline,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 18:50:00,Chile,Sky Airline S.A.
Concepcion,(CCP),19:10,LA3,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 19:10:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),19:18,LA130,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 19:18:00,Chile,LATAM Airlines Group
Calama,(CJC),19:22,LA378,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 19:22:00,Chile,LATAM Airlines Group
Los Angeles,(LSQ),20:00,LA9952,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 20:00:00,United States,LATAM Airlines Group
Puerto Montt,(PMC),20:00,LA265,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 20:00:00,Chile,LATAM Airlines Group
Lima,(LIM),20:25,H2808,Sky Airline,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 20:25:00,Peru,Sky Airline S.A.
Buenos Aires,(EZE),20:30,LA471,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 20:30:00,Argentina,LATAM Airlines Group
Houston,(IAH),20:30,UA846,United Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 20:30:00,United States,United Airlines Holdings
Houston,(IAH),20:30,NH7253,ANA All Nippon Airways,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 20:30:00,United States,ANA Holdings Inc.
Houston,(IAH),20:51,UA846D,United Airlines,2,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 20:51:00,United States,United Airlines Holdings
Miami,(MIA),20:55,AA912,American Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 20:55:00,United States,American Airlines Group
Concepcion,(CCP),21:12,H2167,Sky Airline,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 21:12:00,Chile,Sky Airline S.A.
Madrid,(MAD),21:20,LA706,LATAM Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 21:20:00,Spain,LATAM Airlines Group
Madrid,(MAD),21:20,IB7109,Iberia,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 21:20:00,Spain,International Airlines Group
Arica,(ARI),21:22,LA186,LATAM Airlines,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 21:22:00,Chile,LATAM Airlines Group
Arica,(ARI),21:22,IB7068,Iberia,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 21:22:00,Chile,International Airlines Group
Guayaquil,(GYE),21:26,LA1446,LATAM Airlines,2,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 21:26:00,Ecuador,LATAM Airlines Group
Puerto Montt,(PMC),21:31,JA157,JetSMART,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 21:31:00,Chile,Indigo Partners
Punta Arenas,(PUQ),21:32,LA95,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 21:32:00,Chile,LATAM Airlines Group
Lima,(LIM),21:45,H25802,Sky Airline,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 21:45:00,Peru,Sky Airline S.A.
Buenos Aires,(AEP),21:55,AR1283,Aerolineas Argentinas,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 21:55:00,Argentina,Argentine government
Buenos Aires,(AEP),21:55,AZ4655,ITA Airways,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 21:55:00,Argentina,Italian government
Buenos Aires,(AEP),21:55,KL9225,KLM Royal Dutch Airlines,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 21:55:00,Argentina,Air France-KLM
Buenos Aires,(AEP),21:55,UX3057,Air Europa,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-departures?day=yesterday&tp=18,2023-05-02 21:55:00,Argentina,Globalia
